鄉鎮市區,交易標的,土地區段位置/建物區段門牌,土地移轉總面積(平方公尺),使用分區或編定,非都市土地使用分區,非都市土地使用地,交易年月,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積(平方公尺),現況格局-房,現況格局-廳,現況格局-衛,現況格局-隔間,有無管理組織,總價(元),單價(元/平方公尺),車位類別,車位移轉總面積(平方公尺),車位總價(元),備註
香山區,地+建+車,華北路151～180號,14.795,住14.795,,,10503,土地1建物1車位1,A六層=51.70,12層,住宅大樓,見其他登記事項，共同使用部份,鋼筋混凝土造,10210,113.999,2房,2廳,2衛,有隔間,有管理組織,5825000,168916,坡道平面,32.36,0,無
東區,地+建+車,中華路一段271～300號,19.14,商19.14,,,10504,土地1建物1車位1,A十四層=79.03,15層,住宅大樓,見其他登記事項，共同使用部份,鋼筋混凝土造,10212,150.054,3房,2廳,2衛,有隔間,有管理組織,9280000,204444,坡道平面,0,0,無
東區,地+建,明湖路８００巷８弄1～30號,92.96,,山坡地保育區,丙建92.96,10503,土地2建物1,A一層=53.05，二層=53.05,2層,透天厝,住家用,加強磚造,7205,115.34,7房,2廳,2衛,有隔間,無管理組織,6300000,180566,,0,0,無
東區,地+建+車,中央路151～180號,13.26,住13.26,,,10503,土地1建物1車位1,A十三層=137.25,29層,住宅大樓,見其他登記事項,鋼筋混凝土造,9611,271.019,4房,2廳,2衛,有隔間,有管理組織,17100000,208579,坡道平面,0,0,無
東區,地+建,南大路３５９巷1～30號,24.6,住24.6,,,10504,土地1建物1,A一層=87.68,5層,公寓,住商用，共同使用部份，見使用執照,鋼筋混凝土造,7309,110.899,4房,2廳,1衛,有隔間,有管理組織,4000000,119236,,0,0,無
北區,地+建+車,武陵路９８巷1～30號,48.26,住48.26,,,10504,土地1建物1車位1,A十一層=92.56,13層,住宅大樓,見其他登記事項,鋼筋混凝土造,9309,161.044,3房,2廳,2衛,有隔間,有管理組織,6900000,141638,坡道平面,0,0,無
東區,地+建+車,民生路241～270號,10.077,商9.118住0.959,,,10503,土地2建物1車位1,A三層=72.08,13層,住宅大樓,見其他登記事項，住家用,鋼筋混凝土造,8512,120.39,3房,2廳,2衛,有隔間,有管理組織,6600000,181229,坡道機械,0,0,無
北區,土地,成德段1～30地號,13.18,住13.18,,,10504,土地1,,,土地,,,,0,,,,有隔間,無管理組織,1286763,322744,,0,0,無
東區,地+建,世傑路1～30號,83.46,住83.46,,,10503,土地2建物1,A一層=51.49，二層=49.48，三層=47.67，地下一層=54.87，見其他登記事項=25.59,3層,透天厝,見其他登記事項，共同使用部份,鋼筋混凝土造,9907,268.087,4房,2廳,3衛,有隔間,無管理組織,17399000,214547,,0,0,無
香山區,地+建,中華路六段799巷9弄1～30號,121.25,,山坡地保育區,丙建121.25,10411,土地1建物1,A三層=58.15，四層=43.73，一層=59.97，二層=18.20,4層,透天厝,住家用,鋼筋混凝土造,8211,207.34,5房,2廳,3衛,有隔間,無管理組織,4000000,63775,,0,0,無
香山區,地+建,中華路６段７９９巷９弄1～30號,122.44,,山坡地保育區,丙建122.44,10411,土地1建物1,,4層,透天厝,住家用,鋼筋混凝土造,8211,207.34,5房,2廳,3衛,有隔間,無管理組織,4000000,63775,,0,0,所有權人為兩人
北區,地+建,東大路二段１７２巷1～30號,58.869,住58.869,,,10503,土地1建物1,A六層=89.01,7層,華廈,住家用，共同使用部份,鋼筋混凝土造,8610,161.725,3房,2廳,2衛,有隔間,有管理組織,6800000,138997,,0,0,無
東區,地+建,民生路271～300號,7.976,商7.976,,,10503,土地1建物1,A七層=65.87,12層,住宅大樓,住家用，共同使用部份,鋼筋混凝土造,8301,87.452,3房,2廳,2衛,有隔間,有管理組織,3160000,119452,,0,0,無
東區,地+建,建美路31～60號,23.75,住23.75,,,10503,土地1建物1,A二層=65.50,4層,公寓,國民住宅,加強磚造,6905,65.5,3房,2廳,1衛,有隔間,有管理組織,4500000,227115,,0,0,無
北區,地+建,林森路301～330號,2.88,住2.88,,,10504,建物1,A七層=19.76,12層,住宅大樓,住家用,鋼筋混凝土造,,27.02,3房,1廳,2衛,有隔間,有管理組織,1000000,122346,,0,0,無
北區,地+建+車,江山街1～30號,31.68,商31.68,,,10503,土地1建物1車位1,A四層=133.41,11層,住宅大樓,見其他登記事項，共同使用部份,鋼筋混凝土造,10110,280.152,4房,2廳,2衛,有隔間,有管理組織,13750000,162249,坡道平面,67.7,0,無
香山區,土地,五福段811～840地號,140.87,,特定農業區,水利140.87,10503,土地2,,,土地,,,,0,,,,有隔間,無管理組織,5550000,130241,,0,0,無
香山區,地+建,柯湳一街91～120號,46.618,,山坡地保育區,丙建46.618,10504,土地2建物1,A三層=49.20,5層,公寓,住家用，見其他登記事項,鋼筋混凝土造,9005,60.376,3房,,3衛,有隔間,有管理組織,1400000,76655,,0,0,無
東區,土地,新興段一小段31～60地號,163.71,住163.71,,,10504,土地1,,,土地,,,,0,,,,有隔間,無管理組織,15680000,316625,,0,0,含未保存登記之建物
東區,地+建,建功二路1～30號,9.42,住9.42,,,10504,土地1建物1,A三層=20.53,6層,套房,見其他登記事項,鋼筋混凝土造,9609,36.021,1房,1廳,1衛,有隔間,有管理組織,2960000,271652,,0,0,無
東區,地+建+車,新莊街151～180號,21.924,住21.924,,,10503,土地1建物1車位1,A二層=80.41,7層,華廈,見使用執照，共同使用部份,鋼筋混凝土造,8311,121.992,3房,2廳,2衛,有隔間,有管理組織,5850000,158526,升降機械,0,0,無
北區,地+建,育英路86巷1～30號,215,住215,,,10504,土地4建物1,A一層=93.10，二層=93.10,2層,透天厝,住家用,加強磚造,6306,186.2,4房,2廳,2衛,有隔間,無管理組織,32680000,580199,,0,0,無
北區,地+建,經國路一段８３８巷1～30號,21,住20.7,,,10504,土地1建物1,A四層=53.68,5層,華廈,住家用，共同使用部份,鋼筋混凝土造,,74.17,2房,2廳,1衛,有隔間,無管理組織,3700000,164910,,0,0,無
北區,地+建+車,港北里延平路三段181～210號,25.029,住25.029,,,10504,土地1建物1車位1,A二層=59.38,9層,華廈,見其他登記事項，共同使用部份,鋼筋混凝土造,10501,125.194,2房,1廳,1衛,有隔間,有管理組織,5200000,140506,坡道機械,15.79,550000,無
北區,地+建+車,港北里延平路三段181～210號,35.01,住35.01,,,10504,土地1建物1車位1,A三層=91.07,9層,華廈,共同使用部份,鋼筋混凝土造,10501,175.747,3房,2廳,2衛,有隔間,有管理組織,7400000,143315,一樓,31.12,1130000,不動產之共有人數為２人
北區,地+建+車,港北里延平路三段181～210號,24.954,住24.954,,,10504,土地1建物1車位1,A三層=59.38,9層,華廈,見其他登記事項，共同使用部份,鋼筋混凝土造,10501,125.194,2房,1廳,1衛,有隔間,有管理組織,5100000,136578,坡道機械,15.79,580000,無
北區,地+建+車,港北里延平路三段181～210號,24.954,住24.954,,,10504,土地1建物1車位1,A四層=59.38,9層,華廈,見其他登記事項，共同使用部份,鋼筋混凝土造,10501,125.194,2房,1廳,1衛,有隔間,有管理組織,5900000,155614,坡道機械,15.79,750000,不動產之共有人數為２人
北區,地+建+車,港北里延平路三段181～210號,24.954,住24.954,,,10504,土地1建物1車位1,A七層=59.38,9層,華廈,見其他登記事項，共同使用部份,鋼筋混凝土造,10501,125.194,2房,1廳,1衛,有隔間,有管理組織,5600000,146550,坡道機械,15.79,750000,無
北區,地+建+車,港北里延平路三段181～210號,28.083,住28.083,,,10504,土地1建物1車位1,A八層=59.38,9層,華廈,見其他登記事項，共同使用部份,鋼筋混凝土造,10501,140.527,2房,1廳,1衛,有隔間,有管理組織,5900000,147149,坡道平面,31.12,1030000,無
北區,地+建+車,港北里延平路三段181～210號,28.083,住28.083,,,10504,土地1建物1車位1,A九層=59.38,9層,華廈,見其他登記事項，共同使用部份,鋼筋混凝土造,10501,140.527,2房,1廳,1衛,有隔間,有管理組織,6000000,147149,一樓,31.12,1130000,無
北區,地+建+車,港北里延平路三段181～210號,24.954,住24.954,,,10504,土地1建物1車位1,A五層=59.38,9層,華廈,見其他登記事項，共同使用部份,鋼筋混凝土造,10501,125.194,2房,1廳,1衛,有隔間,有管理組織,5530000,143528,坡道機械,15.79,780000,無
東區,地+建+車,綠水路31～60號,18.235,商18.235,,,10503,土地1建物1車位1,A十一層=85.55,14層,住宅大樓,見其他登記事項,鋼筋混凝土造,9409,152.031,3房,2廳,2衛,有隔間,有管理組織,12200000,265279,坡道平面,0,0,另有一公設權狀
東區,地+建+車,中央路355巷1～30號,10.21,商10.21,,,10503,土地1建物1車位1,A七層=79.64,13層,住宅大樓,見其他登記事項，住家用,鋼筋混凝土造,9201,143.17,3房,2廳,2衛,有隔間,有管理組織,8250000,190492,坡道平面,16.67,0,無
北區,地+建,西濱路一段１８９巷１７弄31～60號,75.01,住75.01,,,10503,土地1建物1,A一層=43.43，二層=38.67，三層=43.43，四層=43.43,4層,透天厝,見其他登記事項,鋼筋混凝土造,8508,185.21,6房,2廳,4衛,有隔間,無管理組織,8000000,142791,,0,0,無
香山區,地+建,富群街６巷３弄1～30號,204.531,,山坡地保育區,丙建204.532,10504,土地4建物1,A一層=85.96，二層=81.32，三層=80.73，四層=80.63,4層,透天厝,見使用執照，見其他登記事項,鋼筋混凝土造,8802,347.761,7房,2廳,4衛,有隔間,有管理組織,10800000,102664,,0,0,無
北區,地+建,經國路二段241～270號,44.867,商44.867,,,10504,土地2建物1,A騎樓=16.84，一層=62.23，二層=73.44,5層,店面,住商用,鋼筋混凝土造,7109,159.63,,,,無隔間,無管理組織,15950000,330309,,0,0,無
東區,地+建+車,關新二街91～120號,38.124,住38.124,,,10503,土地2建物1車位2,A二十層=108.04,22層,住宅大樓,見其他登記事項，共同使用部份,鋼筋混凝土造,10405,232.593,4房,2廳,2衛,有隔間,有管理組織,19630000,278996,坡道平面,50.92,0,無
東區,地+建,仁愛街61～90號,39.145,住39.145,,,10505,土地3建物1,A四層=83.89,5層,公寓,住家用,鋼筋混凝土造,7111,83.89,3房,2廳,2衛,有隔間,無管理組織,7000000,275843,,0,0,無
香山區,地+建+車,牛埔路120巷1～30號,26.341,住26.341,,,10504,土地1建物1車位1,A十層=48.62,12層,住宅大樓,見其他登記事項，共同使用部份,鋼筋混凝土造,10409,125.921,2房,2廳,1衛,有隔間,有管理組織,6800000,178519,坡道平面,42.45,0,無
北區,地+建,中山路211～240號,5.929,商5.929,,,10504,土地1建物1,A八層=22.36,10層,套房,見其他登記事項,鋼筋混凝土造,9606,37.808,1房,1廳,1衛,有隔間,有管理組織,2800000,244821,,0,0,無
北區,地+建,仁德街31～60號,3.819,住3.819,,,10504,土地1建物1,A四層=16.75,11層,套房,見其他登記事項,鋼筋混凝土造,9612,32.066,1房,1廳,1衛,有隔間,無管理組織,2000000,206184,,0,0,無
北區,土地,中寮段691～720地號,135.314,農135.314,,,10504,土地3,,,土地,,,,0,,,,有隔間,無管理組織,898670,21955,,0,0,無
北區,土地,中寮段691～720地號,0.2,農0.2,,,10504,土地1,,,土地,,,,0,,,,有隔間,無管理組織,1330,21983,,0,0,無
東區,地+建+車,中華路三段31～60號,10.074,商10.074,,,10504,土地1建物1車位1,A十層=67.29,17層,住宅大樓,住家用，共同使用部份，見其他登記事項,鋼筋混凝土造,8605,123.281,3房,2廳,2衛,有隔間,有管理組織,5250000,140779,坡道機械,0,0,親友、員工或其他特殊關係間之交易。
北區,地+建+車,凌雲街121～150號,47.592,住47.592,,,10503,土地1建物1車位1,A十層=101.46,14層,住宅大樓,見其他登記事項,鋼筋混凝土造,9803,183.488,3房,2廳,2衛,有隔間,有管理組織,7200000,129718,坡道平面,0,0,為尊重權利人隱私權主張地政士無法入屋現場勘查由權利人提供建物現況格局實際資訊供地政士申報登錄
東區,地+建,寶山路200巷2弄1～30號,130.835,它130.836,,,10503,土地3建物1,A一層=37.33，二層=67.68，三層=40.53，四層=68.94，五層=62.31,5層,透天厝,住家用,鋼筋混凝土造,8502,305.74,5房,2廳,4衛,有隔間,有管理組織,12300000,132993,,0,0,無
東區,地+建+車,東光路31～60號,24.25,商24.25,,,10504,土地1建物1車位2,A一層=60.02，二層=29.85,14層,店面,見其他登記事項，共同使用部份,鋼筋混凝土造,10106,196.55,,2廳,2衛,有隔間,有管理組織,25000000,420477,坡道平面,0,0,無
香山區,土地,柑林段151～180地號,99.15,,山坡地保育區,農牧99.15,10505,土地1,,,土地,,,,0,,,,有隔間,無管理組織,1000000,33341,,0,0,無
北區,地+建+車,愛國路31～60號,31.028,商31.028,,,10503,土地1建物1車位1,A三層=77.83,6層,華廈,見其他登記事項,鋼筋混凝土造,9411,123.994,3房,2廳,2衛,有隔間,有管理組織,4250000,113309,升降機械,0,0,無
北區,地+建+車,武陵路１７５巷1～30號,13.154,它13.154,,,10504,土地1建物1車位1,A四層=44.51,21層,住宅大樓,住家用，見其他登記事項，共同使用部份，停車空間,鋼筋混凝土造,8706,110.746,2房,1廳,1衛,有隔間,有管理組織,5408000,161429,坡道平面,0,0,無
東區,土地,新莊段421～450地號,253.978,它175.613,,,10504,土地16,,,土地,,,,0,,,,有隔間,無管理組織,12500000,162700,,0,0,本案產權登記2人
東區,地+建,光復路一段459巷1～30號,35.355,住33.794它1.561,,,10504,土地2建物1,A五層=33.20，六層=28.98,7層,華廈,見其他登記事項，共同使用部份,鋼筋混凝土造,10404,136.394,2房,2廳,2衛,有隔間,有管理組織,8200000,198743,,0,0,與收件號第77370號連件
東區,地+建,光復路一段61～90號,14.21,住14.21,,,10504,土地1建物1,A十一層=71.13,12層,住宅大樓,住家用，共同使用部份,鋼筋混凝土造,8212,99.082,5房,,5衛,有隔間,有管理組織,4800000,160149,,0,0,無
東區,地+建,振興路７２巷1～30號,21.815,住21.815,,,10503,土地1建物1,A五層=59.50,5層,公寓,住家用，共同使用部份,鋼筋混凝土造,8102,73.962,2房,,2衛,有隔間,有管理組織,3170000,141686,,0,0,無
東區,地+建,光復路一段１８巷１弄1～30號,19.248,住19.248,,,10504,土地1建物1,A四層=46.52,5層,華廈,住家用，共同使用部份,鋼筋混凝土造,8208,72.939,2房,1廳,1衛,有隔間,無管理組織,2800000,126904,,0,0,無
東區,地+建,明湖路271～300號,16.655,住16.655,,,10504,土地1建物1,A三層=51.03,5層,公寓,住家用，共同使用部份,鋼筋混凝土造,8004,64.857,2房,1廳,1衛,有隔間,無管理組織,2920000,148834,,0,0,無
香山區,地+建+車,中華路四段271～300號,22.429,住22.429,,,10503,土地1建物1車位1,A三層=77.21,13層,住宅大樓,見其他登記事項，共同使用部份,鋼筋混凝土造,10405,158.497,3房,2廳,2衛,有隔間,有管理組織,7600000,158514,坡道平面,0,0,無
香山區,地+建,浸水南街８巷1～30號,76.568,,鄉村區,乙建76.567,10504,土地4建物1,A一層=47.94，二層=47.94，三層=47.52，四層=47.52，見其他登記事項=24.21,4層,透天厝,見其他登記事項,鋼筋混凝土造,10311,226.34,5房,2廳,4衛,有隔間,無管理組織,12600000,184028,,0,0,無
東區,地+建,中華路一段３８４巷６弄1～30號,24.867,住24.867,,,10504,土地1建物1,A四層=76.40,5層,公寓,住家用,鋼筋混凝土造,7711,97.415,3房,2廳,2衛,有隔間,無管理組織,4680000,158817,,0,0,無
東區,地+建,建功路1～30號,2.972,住2.972,,,10503,土地1建物1,A四層=20.35,12層,套房,住家用，共同使用部份,鋼筋混凝土造,8412,27.063,1房,,1衛,有隔間,有管理組織,1850000,225981,,0,0,無
東區,地+建+車,埔頂三路91～120號,22.554,住22.554,,,10503,土地1建物1車位1,A八層=94.27,14層,住宅大樓,見其他登記事項，共同使用部份,鋼筋混凝土造,10005,184.952,4房,2廳,2衛,有隔間,有管理組織,13050000,233252,坡道平面,0,0,另有公設權狀
北區,地+建+車,境福街91～120號,26.71,住26.71,,,10504,土地1建物1車位2,A七層=101.85,14層,住宅大樓,見其他登記事項,鋼筋混凝土造,9606,214.975,4房,2廳,2衛,有隔間,有管理組織,12600000,193757,坡道平面,58.98,0,另有公設權狀。
北區,地+建+車,北大路９２巷31～60號,33.428,住33.428,,,10503,土地1建物1車位1,A八層=113.86,9層,華廈,見其他登記事項，共同使用部份,鋼筋混凝土造,10410,223.937,4房,2廳,2衛,有隔間,有管理組織,16880000,249185,升降平面,51.03,0,無
香山區,地+建,浸樹街61～90號,99.4,,鄉村區,乙建99.4,10503,土地1建物1,A三層=60.05，四層=60.05，五層=60.05，見其他登記事項=24.64，一層=59.56，二層=60.05,5層,透天厝,見其他登記事項,鋼筋混凝土造,10411,353.91,5房,2廳,5衛,有隔間,無管理組織,18500000,172804,,0,0,無
東區,地+建,建中一路1～30號,26.595,住26.595,,,10503,土地1建物1,A九層=77.75,12層,住宅大樓,見其他登記事項,鋼筋混凝土造,8704,129.459,3房,2廳,2衛,有隔間,有管理組織,7880000,201218,,0,0,無
東區,地+建,金山六街31～60號,83,住83,,,10503,土地1建物1,A一層=48.17，二層=48.17，三層=48.17，四層=48.17,4層,透天厝,見其他登記事項,鋼筋混凝土造,9207,221.68,15房,1廳,16衛,有隔間,無管理組織,19450000,290047,,0,0,1樓為店面
東區,地+建,金山北二街1～30號,35.785,住35.785,,,10504,土地1建物1,A一層=95.49,7層,華廈,住家用，見其他登記事項,鋼筋混凝土造,8812,143.13,3房,2廳,2衛,有隔間,有管理組織,9400000,217106,,0,0,無
東區,地+建,勝利路121～150號,10.548,商10.548,,,10504,土地3建物1,A五層=42.21,6層,華廈,住家用，共同使用部份,鋼筋混凝土造,8003,66.547,,,,無隔間,有管理組織,3150000,156479,,0,0,無
北區,地+建+車,金竹路１０２巷1～30號,32.278,住32.278,,,10504,土地1建物1車位1,A四層=100.71,0層,公寓,住家用，共同使用部份,鋼筋混凝土造,8103,166.049,3房,2廳,2衛,有隔間,無管理組織,6000000,119451,坡道平面,0,0,無
北區,地+建+車,東大路二段１７３巷２弄1～30號,26.864,住26.864,,,10503,土地1建物1車位1,A五層=72.85,6層,華廈,住家用，見其他登記事項,鋼筋混凝土造,8601,111.829,3房,2廳,2衛,有隔間,有管理組織,6100000,180322,坡道平面,0,0,無
東區,地+建,高翠路２２１巷２弄31～60號,98.95,住98.95,,,10503,土地1建物1,A一層=59.57，二層=59.57，三層=59.57，四層=25.83,4層,透天厝,見其他登記事項,見其他登記事項,8908,230.7,10房,1廳,10衛,有隔間,無管理組織,18000000,257929,,0,0,無
北區,地+建+車,港北里延平路三段181～210號,41.267,住41.267,,,10504,土地2建物2車位2,A八層=91.07,9層,華廈,見其他登記事項，共同使用部份,鋼筋混凝土造,10501,206.87,3房,2廳,2衛,有隔間,有管理組織,8630000,143313,一樓,62.24,2360000,無
北區,地+建,西濱路一段181～210號,65.74,住65.74,,,10504,土地1建物1,A一層=42.62，二層=49.63，三層=46.36，四層=40.54，騎樓=17.76，見其他登記事項=21.84,4層,透天厝,見其他登記事項,鋼筋混凝土造,10309,225.26,3房,3廳,4衛,有隔間,有管理組織,10680000,156733,,0,0,土地及建物分次登記案件。建物登記收件字號：74060
北區,地+建+車,光華二街121～150號,28.571,住28.572,,,10504,土地2建物1車位1,A五層=99.22,7層,華廈,住家用，共同使用部份,鋼筋混凝土造,8511,159.563,3房,2廳,2衛,有隔間,無管理組織,6500000,134665,升降機械,0,0,無
北區,地+建+車,港北里延平路三段181～210號,24.954,住24.954,,,10504,土地1建物1車位1,A六層=59.38,9層,華廈,見其他登記事項，共同使用部份,鋼筋混凝土造,10501,125.194,2房,1廳,1衛,有隔間,有管理組織,5400000,145039,坡道機械,15.79,600000,無
北區,地+建+車,中清路一段181～210號,68.76,住68.76,,,10504,土地1建物1車位1,A一層=48.15，二層=49.60，三層=49.60，四層=49.60，五層=28.99,5層,透天厝,見其他登記事項,鋼筋混凝土造,10412,264.33,4房,2廳,3衛,有隔間,有管理組織,12380000,154828,一樓,0,0,無
北區,地+建+車,中清路一段１９０巷1～30號,82.6,住82.6,,,10504,土地1建物1車位1,A一層=47.68，二層=48.07，三層=48.07，四層=33.81,4層,透天厝,見其他登記事項,鋼筋混凝土造,10412,189.74,4房,2廳,3衛,有隔間,有管理組織,10480000,182590,一樓,0,0,無
北區,地+建+車,中清路一段１９０巷1～30號,83.71,住83.71,,,10504,土地1建物1車位1,A一層=46.99，二層=47.38，三層=47.38，四層=33.32,4層,透天厝,見其他登記事項,鋼筋混凝土造,10412,186.95,4房,2廳,3衛,有隔間,有管理組織,10500000,185669,一樓,0,0,無
北區,地+建+車,中清路一段１９０巷1～30號,86.33,住86.33,,,10504,土地1建物1車位1,A一層=50.62，二層=51.00，三層=51.00，四層=32.35,4層,透天厝,見其他登記事項,鋼筋混凝土造,10412,196.4,4房,2廳,3衛,有隔間,有管理組織,11200000,188517,一樓,0,0,無
東區,地+建,安康街６巷1～30號,88,住88,,,10504,土地1建物1,A一層=52.90，二層=52.90,2層,透天厝,住家用,鋼筋混凝土造,7704,121.34,6房,2廳,3衛,有隔間,無管理組織,13880000,378147,,0,0,無
東區,地+建+車,北大路1～30號,6.284,商4.791它0.057,,,10504,土地4建物1車位1,A十三層=86.28,28層,住宅大樓,見其他登記事項,鋼骨鋼筋混凝土造,9607,168.141,3房,2廳,2衛,有隔間,有管理組織,11180000,219808,坡道平面,39.59,0,無
東區,地+建,民主路57巷5弄1～30號,27.2,住27.2,,,10504,土地1建物1,A四層=76.99,5層,公寓,住家用,鋼筋混凝土造,7001,76.99,3房,2廳,1衛,有隔間,無管理組織,3500000,150282,,0,0,無
北區,地+建+車,武陵路７３巷1～30號,45.089,住45.089,,,10504,土地1建物1車位1,A八層=101.11,14層,住宅大樓,見其他登記事項,鋼筋混凝土造,9309,169.673,3房,2廳,2衛,有隔間,有管理組織,8100000,157815,坡道平面,0,0,無
北區,地+建,西大路７０９巷７弄1～30號,19.744,住19.744,,,10504,土地1建物1,A五層=54.67,5層,華廈,住家用，共同使用部份,鋼筋混凝土造,8210,87.614,2房,2廳,1衛,有隔間,有管理組織,3850000,145265,,0,0,無
東區,地+建,光復路二段871～900號,12.251,商10.785它1.466,,,10503,土地2建物1,A十層=85.00,12層,住宅大樓,住家用，共同使用部份,鋼筋混凝土造,,117.134,3房,2廳,2衛,有隔間,有管理組織,5100000,143934,,0,0,無
東區,地+建,三民路121～150號,13.992,住13.992,,,10504,土地1建物1,A一層=56.96,7層,華廈,住家用，見其他登記事項,鋼筋混凝土造,8602,84.084,2房,1廳,1衛,有隔間,無管理組織,5300000,208372,,0,0,無
東區,地+建,中華路三段1～30號,7.1,商7.1,,,10504,土地1建物1,A九層=55.21,16層,辦公商業大樓,共同使用部份,鋼筋混凝土造,8007,74.841,,,,無隔間,有管理組織,1700000,75091,,0,0,無
北區,地+建,延平路３段６６７巷1～30號,14.438,住14.438,,,10505,土地1建物1,A五層=50.10,7層,華廈,住家用，共同使用部份,鋼筋混凝土造,8311,78.309,2房,1廳,2衛,有隔間,有管理組織,2380000,100471,,0,0,無
東區,地+建,長春街121～150號,21.406,住19.994它1.412,,,10504,土地2建物1,A二層=76.64,5層,公寓,住家用，共同使用部份,鋼筋混凝土造,8107,92.69,3房,1廳,2衛,有隔間,無管理組織,2400000,85596,,0,0,無
東區,地+建+車,關新北路181～210號,25.311,住25.311,,,10504,土地1建物1車位2,A六層=91.09,14層,住宅大樓,見其他登記事項，共同使用部份,鋼筋混凝土造,9912,197.892,3房,2廳,2衛,有隔間,有管理組織,15400000,257256,坡道平面,62.98,0,無
東區,地+建+車,關新路１９巷31～60號,19.283,它18.775住0.09,,,10503,土地3建物1車位1,A四層=94.62,14層,住宅大樓,見其他登記事項,鋼筋混凝土造,9710,169.47,3房,2廳,2衛,有隔間,有管理組織,11990000,233884,坡道平面,0,0,另有公設權狀
東區,地+建+車,北大路1～30號,6.954,商6.954,,,10503,土地3建物1車位1,A六層=58.09,12層,住宅大樓,住家用，共同使用部份,鋼筋混凝土造,8412,80.924,2房,1廳,1衛,有隔間,有管理組織,4260000,174022,升降機械,0,0,無
東區,地+建+車,鐵道路一段２８巷61～90號,22.044,它22.044,,,10504,土地1建物1車位1,A十三層=86.02,14層,住宅大樓,見其他登記事項，共同使用部份,鋼筋混凝土造,10209,153.998,3房,2廳,2衛,有隔間,有管理組織,12000000,257597,坡道平面,0,0,另有公設權狀
香山區,地+建,中山路６４０巷151～180號,19.161,住19.161,,,10504,土地1建物1,A五層=64.76,7層,華廈,住家用，共同使用部份,鋼筋混凝土造,8404,104.306,3房,2廳,2衛,有隔間,有管理組織,3100000,98249,,0,0,無
東區,地+建,自由路61～90號,78.061,商78.061,,,10503,土地1建物1,A四層=56.12,13層,辦公商業大樓,見其他登記事項,鋼筋混凝土造,9201,1049.49,25房,9廳,18衛,有隔間,有管理組織,68000000,214193,,0,0,無
北區,地+建+車,北新街91～120號,7.325,住7.325,,,10504,土地1建物1車位1,A五層=21.26,10層,華廈,見其他登記事項,鋼筋混凝土造,9712,48.044,2房,1廳,1衛,有隔間,有管理組織,3550000,244268,坡道機械,0,0,急買急賣。
東區,地+建+車,綠水路61～90號,20.878,住20.878,,,10504,土地1建物1車位1,A八層=79.82,8層,華廈,住家用，共同使用部份,鋼筋混凝土造,8602,126.26,3房,2廳,2衛,有隔間,有管理組織,8000000,209459,坡道機械,0,0,無
香山區,地+建+車,經國路三段61～90號,16.391,住16.391,,,10504,土地1建物1車位1,A十一層=88.97,13層,住宅大樓,住家用，見其他登記事項,鋼筋混凝土造,8609,146.223,3房,2廳,2衛,有隔間,有管理組織,7150000,161646,坡道機械,0,0,無
東區,地+建,光復路一段８９巷151～180號,23.949,住23.949,,,10503,土地1建物1,A二層=42.21,5層,套房,住家用，共同使用部份,鋼筋混凝土造,8901,53.935,1房,1廳,1衛,有隔間,無管理組織,3800000,232911,,0,0,無
香山區,地+建,大湖路５２巷１８弄1～30號,90.346,住90.346,,,10503,土地3建物1,A一層=40.80，二層=40.80，三層=40.80，四層=6.18,4層,透天厝,住家用,鋼筋混凝土造,8506,147.14,4房,2廳,3衛,有隔間,無管理組織,3300000,74141,,0,0,無
北區,地+建+車,武陵路７３巷1～30號,59.711,住59.711,,,10504,土地1建物1車位1,A九層=114.18,11層,華廈,見其他登記事項,鋼筋混凝土造,9302,192.996,3房,2廳,2衛,有隔間,有管理組織,9600000,164436,坡道平面,0,0,無
東區,地+建+車,新香街331～360號,67.129,,山坡地保育區,丙建67.129,10504,土地10建物1車位1,A一層=116.40,8層,華廈,商業用，共同使用部份,鋼筋混凝土造,8407,143.349,,,1衛,無隔間,有管理組織,2640000,60881,坡道機械,0,0,無
東區,地+建+車,新香街331～360號,67.129,,山坡地保育區,丙建67.129,10504,土地10建物1車位1,A二層=93.89,8層,華廈,住家用，共同使用部份,鋼筋混凝土造,8407,120.839,,,1衛,無隔間,有管理組織,2640000,72223,坡道機械,0,0,無
香山區,土地,柑林段331～360地號,0.485,,山坡地保育區,農牧0.485,10503,土地1,,,土地,,,,0,,,,有隔間,無管理組織,2000,13630,,0,0,無
北區,地+建+車,榮濱路91～120號,18.575,商18.575,,,10411,建物1,A二層=83.08,15層,住宅大樓,見其他登記事項，共同使用部份,鋼筋混凝土造,10405,168.503,4房,2廳,2衛,有隔間,有管理組織,6700000,131444,坡道平面,30.36,0,102年9月預售買賣
香山區,土地,柑林段331～360地號,24.76,,山坡地保育區,農牧24.76,10504,土地2,,,土地,,,,0,,,,有隔間,無管理組織,80000,10681,,0,0,無
北區,地+建,武陵路175巷1～30號,16.977,它16.977,,,10503,土地1建物1,A二層=74.99,21層,住宅大樓,住家用，共同使用部份，見其他登記事項,鋼筋混凝土造,8706,116.486,3房,2廳,2衛,有隔間,有管理組織,5000000,141897,,0,0,無
